close_time_jst,open_time_jst,open,high,low,close,volume,open_time_utc,close_time_utc,timestamp_ms
2025-09-12 17:40:00+09:00,2025-09-12 16:40:00+09:00,452.52,452.52,451.95,452.11,1922.9,2025-09-12 07:40:00+00:00,2025-09-12 08:40:00+00:00,1757666400000
2025-09-12 17:45:00+09:00,2025-09-12 16:45:00+09:00,452.11,452.16,451.89,452.12,1835.1,2025-09-12 07:45:00+00:00,2025-09-12 08:45:00+00:00,1757666700000
2025-09-12 17:50:00+09:00,2025-09-12 16:50:00+09:00,452.16,452.44,452.15,452.33,1085.6,2025-09-12 07:50:00+00:00,2025-09-12 08:50:00+00:00,1757667000000
2025-09-12 17:55:00+09:00,2025-09-12 16:55:00+09:00,452.4,452.87,452.36,452.61,2006.2,2025-09-12 07:55:00+00:00,2025-09-12 08:55:00+00:00,1757667300000
2025-09-12 18:00:00+09:00,2025-09-12 17:00:00+09:00,452.74,453.04,451.93,452.04,7524.4,2025-09-12 08:00:00+00:00,2025-09-12 09:00:00+00:00,1757667600000
2025-09-12 18:05:00+09:00,2025-09-12 17:05:00+09:00,452.03,452.64,451.96,452.64,5938.4,2025-09-12 08:05:00+00:00,2025-09-12 09:05:00+00:00,1757667900000
2025-09-12 18:10:00+09:00,2025-09-12 17:10:00+09:00,452.57,452.79,452.42,452.69,906.3,2025-09-12 08:10:00+00:00,2025-09-12 09:10:00+00:00,1757668200000
2025-09-12 18:15:00+09:00,2025-09-12 17:15:00+09:00,452.68,452.84,452.35,452.36,1620.3,2025-09-12 08:15:00+00:00,2025-09-12 09:15:00+00:00,1757668500000
2025-09-12 18:20:00+09:00,2025-09-12 17:20:00+09:00,452.33,452.71,452.05,452.6,7543.8,2025-09-12 08:20:00+00:00,2025-09-12 09:20:00+00:00,1757668800000
2025-09-12 18:25:00+09:00,2025-09-12 17:25:00+09:00,452.56,452.56,451.71,451.9,5473.2,2025-09-12 08:25:00+00:00,2025-09-12 09:25:00+00:00,1757669100000
2025-09-12 18:30:00+09:00,2025-09-12 17:30:00+09:00,451.9,452.33,451.71,451.71,8137.3,2025-09-12 08:30:00+00:00,2025-09-12 09:30:00+00:00,1757669400000
2025-09-12 18:35:00+09:00,2025-09-12 17:35:00+09:00,451.65,451.65,451.28,451.48,5818.1,2025-09-12 08:35:00+00:00,2025-09-12 09:35:00+00:00,1757669700000
2025-09-12 18:40:00+09:00,2025-09-12 17:40:00+09:00,451.33,451.71,451.33,451.58,1732.2,2025-09-12 08:40:00+00:00,2025-09-12 09:40:00+00:00,1757670000000
2025-09-12 18:45:00+09:00,2025-09-12 17:45:00+09:00,451.58,451.96,451.58,451.82,3349.5,2025-09-12 08:45:00+00:00,2025-09-12 09:45:00+00:00,1757670300000
2025-09-12 18:50:00+09:00,2025-09-12 17:50:00+09:00,451.96,451.96,451.29,451.5,2958.5,2025-09-12 08:50:00+00:00,2025-09-12 09:50:00+00:00,1757670600000
2025-09-12 18:55:00+09:00,2025-09-12 17:55:00+09:00,451.58,451.76,451.56,451.76,1712.6,2025-09-12 08:55:00+00:00,2025-09-12 09:55:00+00:00,1757670900000
2025-09-12 19:00:00+09:00,2025-09-12 18:00:00+09:00,451.88,451.88,451.21,451.24,5789.2,2025-09-12 09:00:00+00:00,2025-09-12 10:00:00+00:00,1757671200000
2025-09-12 19:05:00+09:00,2025-09-12 18:05:00+09:00,451.28,451.89,450.61,451.85,11820.5,2025-09-12 09:05:00+00:00,2025-09-12 10:05:00+00:00,1757671500000
2025-09-12 19:10:00+09:00,2025-09-12 18:10:00+09:00,451.76,451.89,451.26,451.26,898.0,2025-09-12 09:10:00+00:00,2025-09-12 10:10:00+00:00,1757671800000
2025-09-12 19:15:00+09:00,2025-09-12 18:15:00+09:00,451.1,451.45,451.1,451.43,3587.7,2025-09-12 09:15:00+00:00,2025-09-12 10:15:00+00:00,1757672100000
2025-09-12 19:20:00+09:00,2025-09-12 18:20:00+09:00,451.25,451.71,450.97,450.97,8260.1,2025-09-12 09:20:00+00:00,2025-09-12 10:20:00+00:00,1757672400000
2025-09-12 19:25:00+09:00,2025-09-12 18:25:00+09:00,450.98,451.04,450.98,451.04,400.0,2025-09-12 09:25:00+00:00,2025-09-12 10:25:00+00:00,1757672700000
2025-09-12 19:30:00+09:00,2025-09-12 18:30:00+09:00,450.79,451.38,450.79,451.28,2227.6,2025-09-12 09:30:00+00:00,2025-09-12 10:30:00+00:00,1757673000000
2025-09-12 19:35:00+09:00,2025-09-12 18:35:00+09:00,451.16,451.27,451.0,451.23,3330.8,2025-09-12 09:35:00+00:00,2025-09-12 10:35:00+00:00,1757673300000
2025-09-12 19:40:00+09:00,2025-09-12 18:40:00+09:00,451.32,451.32,450.96,451.12,1713.0,2025-09-12 09:40:00+00:00,2025-09-12 10:40:00+00:00,1757673600000
2025-09-12 19:45:00+09:00,2025-09-12 18:45:00+09:00,450.91,451.2,450.89,451.2,178.5,2025-09-12 09:45:00+00:00,2025-09-12 10:45:00+00:00,1757673900000
2025-09-12 19:50:00+09:00,2025-09-12 18:50:00+09:00,451.27,451.27,450.8,450.8,3394.1,2025-09-12 09:50:00+00:00,2025-09-12 10:50:00+00:00,1757674200000
2025-09-12 19:55:00+09:00,2025-09-12 18:55:00+09:00,450.67,451.04,450.65,450.98,1047.0,2025-09-12 09:55:00+00:00,2025-09-12 10:55:00+00:00,1757674500000
2025-09-12 20:00:00+09:00,2025-09-12 19:00:00+09:00,450.59,450.73,450.5,450.55,22860.6,2025-09-12 10:00:00+00:00,2025-09-12 11:00:00+00:00,1757674800000
2025-09-12 20:05:00+09:00,2025-09-12 19:05:00+09:00,450.6,451.38,450.57,451.31,7099.6,2025-09-12 10:05:00+00:00,2025-09-12 11:05:00+00:00,1757675100000
2025-09-12 20:10:00+09:00,2025-09-12 19:10:00+09:00,451.37,451.67,451.19,451.19,5455.7,2025-09-12 10:10:00+00:00,2025-09-12 11:10:00+00:00,1757675400000
2025-09-12 20:15:00+09:00,2025-09-12 19:15:00+09:00,451.16,451.52,451.01,451.4,15608.4,2025-09-12 10:15:00+00:00,2025-09-12 11:15:00+00:00,1757675700000
2025-09-12 20:20:00+09:00,2025-09-12 19:20:00+09:00,451.4,451.74,451.14,451.73,8868.7,2025-09-12 10:20:00+00:00,2025-09-12 11:20:00+00:00,1757676000000
2025-09-12 20:25:00+09:00,2025-09-12 19:25:00+09:00,451.6,451.83,451.56,451.82,11357.6,2025-09-12 10:25:00+00:00,2025-09-12 11:25:00+00:00,1757676300000
2025-09-12 20:30:00+09:00,2025-09-12 19:30:00+09:00,451.72,451.78,451.48,451.48,2130.8,2025-09-12 10:30:00+00:00,2025-09-12 11:30:00+00:00,1757676600000
