close_time_jst,open_time_jst,open,high,low,close,volume,open_time_utc,close_time_utc,timestamp_ms
2025-10-04 05:00:00+09:00,2025-10-04 04:00:00+09:00,447.99,448.48,445.84,448.31,29079.2,2025-10-03 19:00:00+00:00,2025-10-03 20:00:00+00:00,1759521600000
2025-10-04 06:00:00+09:00,2025-10-04 05:00:00+09:00,448.34,450.67,448.32,449.27,49420.8,2025-10-03 20:00:00+00:00,2025-10-03 21:00:00+00:00,1759525200000
2025-10-04 07:00:00+09:00,2025-10-04 06:00:00+09:00,449.21,450.2,449.05,449.28,46306.0,2025-10-03 21:00:00+00:00,2025-10-03 22:00:00+00:00,1759528800000
2025-10-04 08:00:00+09:00,2025-10-04 07:00:00+09:00,449.12,449.68,447.92,448.4,30470.3,2025-10-03 22:00:00+00:00,2025-10-03 23:00:00+00:00,1759532400000
2025-10-04 09:00:00+09:00,2025-10-04 08:00:00+09:00,448.48,450.08,448.34,448.78,72802.9,2025-10-03 23:00:00+00:00,2025-10-04 00:00:00+00:00,1759536000000
2025-10-04 10:00:00+09:00,2025-10-04 09:00:00+09:00,448.8,448.96,445.61,446.0,65601.5,2025-10-04 00:00:00+00:00,2025-10-04 01:00:00+00:00,1759539600000
2025-10-04 11:00:00+09:00,2025-10-04 10:00:00+09:00,446.08,447.44,445.21,445.79,93078.3,2025-10-04 01:00:00+00:00,2025-10-04 02:00:00+00:00,1759543200000
2025-10-04 12:00:00+09:00,2025-10-04 11:00:00+09:00,445.7,446.3,444.15,446.24,52117.0,2025-10-04 02:00:00+00:00,2025-10-04 03:00:00+00:00,1759546800000
2025-10-04 13:00:00+09:00,2025-10-04 12:00:00+09:00,446.23,446.61,445.08,445.72,25438.7,2025-10-04 03:00:00+00:00,2025-10-04 04:00:00+00:00,1759550400000
2025-10-04 14:00:00+09:00,2025-10-04 13:00:00+09:00,445.65,447.12,445.6,446.81,57517.3,2025-10-04 04:00:00+00:00,2025-10-04 05:00:00+00:00,1759554000000
2025-10-04 15:00:00+09:00,2025-10-04 14:00:00+09:00,446.76,447.67,446.65,447.2,34016.6,2025-10-04 05:00:00+00:00,2025-10-04 06:00:00+00:00,1759557600000
2025-10-04 16:00:00+09:00,2025-10-04 15:00:00+09:00,447.23,447.8,446.12,446.12,14696.2,2025-10-04 06:00:00+00:00,2025-10-04 07:00:00+00:00,1759561200000
2025-10-04 17:00:00+09:00,2025-10-04 16:00:00+09:00,446.1,446.64,442.52,443.48,106599.5,2025-10-04 07:00:00+00:00,2025-10-04 08:00:00+00:00,1759564800000
2025-10-04 18:00:00+09:00,2025-10-04 17:00:00+09:00,443.19,444.4,442.85,443.03,38479.7,2025-10-04 08:00:00+00:00,2025-10-04 09:00:00+00:00,1759568400000
2025-10-04 19:00:00+09:00,2025-10-04 18:00:00+09:00,442.92,444.04,440.96,441.53,83286.7,2025-10-04 09:00:00+00:00,2025-10-04 10:00:00+00:00,1759572000000
2025-10-04 20:00:00+09:00,2025-10-04 19:00:00+09:00,441.36,442.17,440.71,441.8,42006.2,2025-10-04 10:00:00+00:00,2025-10-04 11:00:00+00:00,1759575600000
2025-10-04 21:00:00+09:00,2025-10-04 20:00:00+09:00,441.72,442.22,440.52,440.68,46266.5,2025-10-04 11:00:00+00:00,2025-10-04 12:00:00+00:00,1759579200000
2025-10-04 22:00:00+09:00,2025-10-04 21:00:00+09:00,440.66,443.8,440.66,442.05,28563.1,2025-10-04 12:00:00+00:00,2025-10-04 13:00:00+00:00,1759582800000
2025-10-04 23:00:00+09:00,2025-10-04 22:00:00+09:00,442.02,442.9,438.48,438.48,50307.0,2025-10-04 13:00:00+00:00,2025-10-04 14:00:00+00:00,1759586400000
2025-10-05 00:00:00+09:00,2025-10-04 23:00:00+09:00,438.4,439.2,434.76,435.71,193730.9,2025-10-04 14:00:00+00:00,2025-10-04 15:00:00+00:00,1759590000000
2025-10-05 01:00:00+09:00,2025-10-05 00:00:00+09:00,435.75,436.4,434.05,435.09,131022.9,2025-10-04 15:00:00+00:00,2025-10-04 16:00:00+00:00,1759593600000
2025-10-05 02:00:00+09:00,2025-10-05 01:00:00+09:00,435.12,436.65,434.77,435.41,78121.0,2025-10-04 16:00:00+00:00,2025-10-04 17:00:00+00:00,1759597200000
2025-10-05 03:00:00+09:00,2025-10-05 02:00:00+09:00,435.48,435.58,434.32,434.92,25704.5,2025-10-04 17:00:00+00:00,2025-10-04 18:00:00+00:00,1759600800000
2025-10-05 04:00:00+09:00,2025-10-05 03:00:00+09:00,434.97,435.96,434.73,435.72,28170.1,2025-10-04 18:00:00+00:00,2025-10-04 19:00:00+00:00,1759604400000
2025-10-05 05:00:00+09:00,2025-10-05 04:00:00+09:00,435.76,436.88,435.36,435.44,50382.8,2025-10-04 19:00:00+00:00,2025-10-04 20:00:00+00:00,1759608000000
2025-10-05 06:00:00+09:00,2025-10-05 05:00:00+09:00,435.42,437.9,435.36,437.4,27368.9,2025-10-04 20:00:00+00:00,2025-10-04 21:00:00+00:00,1759611600000
2025-10-05 07:00:00+09:00,2025-10-05 06:00:00+09:00,437.44,438.84,436.33,438.64,30254.0,2025-10-04 21:00:00+00:00,2025-10-04 22:00:00+00:00,1759615200000
2025-10-05 08:00:00+09:00,2025-10-05 07:00:00+09:00,438.6,439.12,437.74,438.45,12990.7,2025-10-04 22:00:00+00:00,2025-10-04 23:00:00+00:00,1759618800000
2025-10-05 09:00:00+09:00,2025-10-05 08:00:00+09:00,438.54,439.25,436.76,436.76,16696.4,2025-10-04 23:00:00+00:00,2025-10-05 00:00:00+00:00,1759622400000
2025-10-05 10:00:00+09:00,2025-10-05 09:00:00+09:00,436.88,438.79,436.88,438.0,36207.6,2025-10-05 00:00:00+00:00,2025-10-05 01:00:00+00:00,1759626000000
2025-10-05 11:00:00+09:00,2025-10-05 10:00:00+09:00,437.92,443.74,437.48,443.61,176700.5,2025-10-05 01:00:00+00:00,2025-10-05 02:00:00+00:00,1759629600000
2025-10-05 12:00:00+09:00,2025-10-05 11:00:00+09:00,443.8,446.86,443.21,444.25,159827.4,2025-10-05 02:00:00+00:00,2025-10-05 03:00:00+00:00,1759633200000
2025-10-05 13:00:00+09:00,2025-10-05 12:00:00+09:00,444.25,449.12,443.7,447.72,206722.3,2025-10-05 03:00:00+00:00,2025-10-05 04:00:00+00:00,1759636800000
2025-10-05 14:00:00+09:00,2025-10-05 13:00:00+09:00,447.81,449.0,446.36,447.7,89151.5,2025-10-05 04:00:00+00:00,2025-10-05 05:00:00+00:00,1759640400000
2025-10-05 15:00:00+09:00,2025-10-05 14:00:00+09:00,447.73,448.64,446.57,447.34,75510.0,2025-10-05 05:00:00+00:00,2025-10-05 06:00:00+00:00,1759644000000
2025-10-05 16:00:00+09:00,2025-10-05 15:00:00+09:00,447.52,452.16,447.31,451.88,69244.6,2025-10-05 06:00:00+00:00,2025-10-05 07:00:00+00:00,1759647600000
2025-10-05 17:00:00+09:00,2025-10-05 16:00:00+09:00,451.73,452.78,449.23,449.44,73090.9,2025-10-05 07:00:00+00:00,2025-10-05 08:00:00+00:00,1759651200000
2025-10-05 18:00:00+09:00,2025-10-05 17:00:00+09:00,449.36,449.95,444.82,445.84,219476.7,2025-10-05 08:00:00+00:00,2025-10-05 09:00:00+00:00,1759654800000
2025-10-05 19:00:00+09:00,2025-10-05 18:00:00+09:00,445.85,445.93,442.6,444.71,97880.4,2025-10-05 09:00:00+00:00,2025-10-05 10:00:00+00:00,1759658400000
2025-10-05 20:00:00+09:00,2025-10-05 19:00:00+09:00,444.68,445.96,443.6,445.95,76070.5,2025-10-05 10:00:00+00:00,2025-10-05 11:00:00+00:00,1759662000000
2025-10-05 21:00:00+09:00,2025-10-05 20:00:00+09:00,445.88,445.88,443.42,443.48,67593.2,2025-10-05 11:00:00+00:00,2025-10-05 12:00:00+00:00,1759665600000
2025-10-05 22:00:00+09:00,2025-10-05 21:00:00+09:00,443.48,444.51,441.81,443.16,106642.0,2025-10-05 12:00:00+00:00,2025-10-05 13:00:00+00:00,1759669200000
2025-10-05 23:00:00+09:00,2025-10-05 22:00:00+09:00,443.14,444.13,440.61,442.0,57407.9,2025-10-05 13:00:00+00:00,2025-10-05 14:00:00+00:00,1759672800000
2025-10-06 00:00:00+09:00,2025-10-05 23:00:00+09:00,442.02,444.91,441.83,444.56,31739.4,2025-10-05 14:00:00+00:00,2025-10-05 15:00:00+00:00,1759676400000
2025-10-06 01:00:00+09:00,2025-10-06 00:00:00+09:00,444.55,444.87,440.48,443.11,74619.4,2025-10-05 15:00:00+00:00,2025-10-05 16:00:00+00:00,1759680000000
2025-10-06 02:00:00+09:00,2025-10-06 01:00:00+09:00,443.2,443.91,440.36,441.16,31319.5,2025-10-05 16:00:00+00:00,2025-10-05 17:00:00+00:00,1759683600000
2025-10-06 03:00:00+09:00,2025-10-06 02:00:00+09:00,441.2,441.63,438.12,439.98,218107.1,2025-10-05 17:00:00+00:00,2025-10-05 18:00:00+00:00,1759687200000
2025-10-06 04:00:00+09:00,2025-10-06 03:00:00+09:00,439.92,439.96,436.36,436.96,271566.0,2025-10-05 18:00:00+00:00,2025-10-05 19:00:00+00:00,1759690800000
2025-10-06 05:00:00+09:00,2025-10-06 04:00:00+09:00,436.94,440.92,436.21,440.44,62981.5,2025-10-05 19:00:00+00:00,2025-10-05 20:00:00+00:00,1759694400000
2025-10-06 06:00:00+09:00,2025-10-06 05:00:00+09:00,440.37,445.33,440.31,444.56,266052.4,2025-10-05 20:00:00+00:00,2025-10-05 21:00:00+00:00,1759698000000
2025-10-06 07:00:00+09:00,2025-10-06 06:00:00+09:00,444.64,446.16,442.21,443.72,115002.2,2025-10-05 21:00:00+00:00,2025-10-05 22:00:00+00:00,1759701600000
2025-10-06 08:00:00+09:00,2025-10-06 07:00:00+09:00,443.68,445.39,443.07,444.61,55634.9,2025-10-05 22:00:00+00:00,2025-10-05 23:00:00+00:00,1759705200000
2025-10-06 09:00:00+09:00,2025-10-06 08:00:00+09:00,444.64,447.8,442.88,444.1,156751.4,2025-10-05 23:00:00+00:00,2025-10-06 00:00:00+00:00,1759708800000
2025-10-06 10:00:00+09:00,2025-10-06 09:00:00+09:00,443.98,447.48,443.03,446.13,104319.0,2025-10-06 00:00:00+00:00,2025-10-06 01:00:00+00:00,1759712400000
2025-10-06 11:00:00+09:00,2025-10-06 10:00:00+09:00,446.4,448.5,444.15,447.2,124845.3,2025-10-06 01:00:00+00:00,2025-10-06 02:00:00+00:00,1759716000000
2025-10-06 12:00:00+09:00,2025-10-06 11:00:00+09:00,447.06,447.77,446.48,447.45,51461.0,2025-10-06 02:00:00+00:00,2025-10-06 03:00:00+00:00,1759719600000
2025-10-06 13:00:00+09:00,2025-10-06 12:00:00+09:00,447.41,448.39,446.28,447.12,93629.6,2025-10-06 03:00:00+00:00,2025-10-06 04:00:00+00:00,1759723200000
2025-10-06 14:00:00+09:00,2025-10-06 13:00:00+09:00,446.96,448.31,446.19,447.76,59042.6,2025-10-06 04:00:00+00:00,2025-10-06 05:00:00+00:00,1759726800000
2025-10-06 15:00:00+09:00,2025-10-06 14:00:00+09:00,447.78,451.04,447.71,449.65,131504.0,2025-10-06 05:00:00+00:00,2025-10-06 06:00:00+00:00,1759730400000
2025-10-06 16:00:00+09:00,2025-10-06 15:00:00+09:00,449.68,450.64,446.17,447.28,61586.0,2025-10-06 06:00:00+00:00,2025-10-06 07:00:00+00:00,1759734000000
2025-10-06 17:00:00+09:00,2025-10-06 16:00:00+09:00,447.32,450.24,447.32,449.76,64489.8,2025-10-06 07:00:00+00:00,2025-10-06 08:00:00+00:00,1759737600000
2025-10-06 18:00:00+09:00,2025-10-06 17:00:00+09:00,449.72,450.88,449.55,450.49,60628.7,2025-10-06 08:00:00+00:00,2025-10-06 09:00:00+00:00,1759741200000
2025-10-06 19:00:00+09:00,2025-10-06 18:00:00+09:00,450.53,451.04,449.6,450.68,62503.9,2025-10-06 09:00:00+00:00,2025-10-06 10:00:00+00:00,1759744800000
2025-10-06 20:00:00+09:00,2025-10-06 19:00:00+09:00,450.64,452.82,449.8,451.18,67751.0,2025-10-06 10:00:00+00:00,2025-10-06 11:00:00+00:00,1759748400000
2025-10-06 21:00:00+09:00,2025-10-06 20:00:00+09:00,451.19,451.75,450.28,450.48,116065.8,2025-10-06 11:00:00+00:00,2025-10-06 12:00:00+00:00,1759752000000
2025-10-06 22:00:00+09:00,2025-10-06 21:00:00+09:00,450.52,451.56,449.08,451.51,112157.8,2025-10-06 12:00:00+00:00,2025-10-06 13:00:00+00:00,1759755600000
2025-10-06 23:00:00+09:00,2025-10-06 22:00:00+09:00,451.52,453.0,448.03,448.4,138876.0,2025-10-06 13:00:00+00:00,2025-10-06 14:00:00+00:00,1759759200000
2025-10-07 00:00:00+09:00,2025-10-06 23:00:00+09:00,448.38,455.76,448.37,454.83,144644.1,2025-10-06 14:00:00+00:00,2025-10-06 15:00:00+00:00,1759762800000
2025-10-07 01:00:00+09:00,2025-10-07 00:00:00+09:00,455.04,456.11,453.43,455.26,46368.9,2025-10-06 15:00:00+00:00,2025-10-06 16:00:00+00:00,1759766400000
